2021-09, 231.70
2021-08, 232.70
2021-07, 231.20
2021-06, 230.90
2021-05, 234.58
2021-04, 233.39
2021-03, 230.89
2021-02, 229.90
2021-01, 233.30
2020-12, 230.60
2020-11, 374.86
2020-10, 320.88
2020-09, 440.83
2020-08, 249.27
2020-07, 139.53
2020-06, 230.81
2020-05, 70.61
2020-04, 142.50
2020-03, 0
2020-02, 70.36
2020-01, 85.30
2019-12, 70,30
2019-11, 70.30
2019-10, 70.31
2019-09, 72.20
2019-08, 70.72
2019-07, 169.00
